logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
0.011410939	-0.192390651	0.215212528	6.505807193	0.111029715	0.911806545	0.988991241	-4.854690918
0.153520794	-0.078006816	0.385048405	6.49712348	1.314891269	0.19143538	0.978201495	-4.505797591
-0.199690731	-0.541688244	0.142306782	6.731344928	-1.157871543	0.24956579	0.978201495	-4.583919258
0.151389868	-0.105965388	0.408745123	6.400356356	1.166511946	0.246072614	0.978201495	-4.579867122
0.07362397	-0.150885369	0.298133308	6.559441316	0.65029474	0.516934289	0.978201495	-4.770417125
0.170469046	-0.118582532	0.459520625	6.79477704	1.169487565	0.244877706	0.978201495	-4.578464943
0.062282012	-0.280212308	0.404776332	6.433170605	0.360607442	0.719123533	0.978201495	-4.830474796
0.206687708	-0.004528087	0.417903503	6.643821712	1.940500147	0.055023488	0.978201495	-4.103403281
0.243059953	0.009949218	0.476170687	6.360635213	2.067647778	0.041152656	0.978201495	-4.004605919
0.213807022	-0.064696719	0.492310764	6.573060728	1.522356456	0.130951407	0.978201495	-4.388231775
0.096499363	-0.143767542	0.336766269	6.486338403	0.796445228	0.427585691	0.978201495	-4.727220344
0.069766874	-0.195627662	0.33516141	6.50887326	0.521293979	0.6032691	0.978201495	-4.801379025
0.118926751	-0.16587956	0.403733062	6.33887321	0.828047724	0.409537596	0.978201495	-4.716753126
-0.185213429	-0.478811001	0.108384143	6.693937559	-1.250965797	0.213750846	0.978201495	-4.538743792
0.069480326	-0.168900959	0.307861611	6.594101563	0.577983063	0.564523593	0.978201495	-4.788604029
0.169870536	-0.078972562	0.418713634	6.52212561	1.353685819	0.178768109	0.978201495	-4.48504496
0.119045996	-0.13166161	0.369753602	6.545773589	0.941613563	0.348570271	0.978201495	-4.675855582
0.10539883	-0.148530807	0.359328467	6.509308235	0.823090938	0.412337627	0.978201495	-4.718421269
0.023099292	-0.226355574	0.272554159	6.554868539	0.183625131	0.854664696	0.988963134	-4.850287062
0.077416848	-0.198921265	0.35375496	6.323150305	0.555546119	0.579712997	0.978201495	-4.793816317
-0.250300336	-0.785991117	0.285390444	6.489757427	-0.926558157	0.356298891	0.978201495	-4.681571662
-0.10517676	-0.308072998	0.097719478	6.753830475	-1.027948163	0.306356514	0.978201495	-4.641349902
0.153565389	-0.13312479	0.440255567	6.51755215	1.062199152	0.290602969	0.978201495	-4.626849157
0.192223462	-0.077165559	0.461612483	6.214875402	1.414985289	0.160056885	0.978201495	-4.451093611
-0.118773112	-0.334698878	0.097152654	6.554994121	-1.090784833	0.277885605	0.978201495	-4.614395652
0.075095415	-0.173971241	0.324162072	6.585054721	0.597892705	0.551209883	0.978201495	-4.783807853
0.051103819	-0.133988691	0.236196328	6.486156857	0.547507322	0.585202058	0.978201495	-4.795634063
0.009294489	-0.141620597	0.160209575	6.589422605	0.12212886	0.903032392	0.988991241	-4.854158057
0.18271854	-0.240273616	0.605710697	5.973955461	0.856595375	0.393635874	0.978201495	-4.706955024
0.085519565	-0.16953951	0.34057864	6.57520659	0.664890496	0.507590662	0.978201495	-4.766489683
-0.063828026	-0.335469504	0.207813451	6.749783685	-0.465951541	0.642223544	0.978201495	-4.812589527
0.139720477	-0.093268383	0.372709338	6.521857423	1.189187471	0.237071038	0.978201495	-4.569095574
-0.49629108	-1.039100207	0.046518046	6.493160168	-1.813070748	0.072702208	0.978201495	-4.196812591
-0.002844339	-0.174179819	0.168491141	6.710029946	-0.032919973	0.973801435	0.992074906	-4.857006364
-0.052675951	-0.222562547	0.117210646	6.685549635	-0.614863467	0.539986428	0.978201495	-4.779592835
-0.203699441	-0.514912934	0.107514051	6.379091487	-1.297946652	0.197173835	0.978201495	-4.514682454
-0.101623851	-0.287576094	0.084328392	6.537327599	-1.083726388	0.280989493	0.978201495	-4.617500362
-0.033019946	-0.386980523	0.320940631	6.552718851	-0.184989418	0.853597223	0.988963134	-4.850183544
-0.222219482	-0.488165212	0.043726248	6.578983039	-1.656969566	0.100536269	0.978201495	-4.303402498
-0.197562189	-0.44346166	0.048337282	6.649696413	-1.593204988	0.114145804	0.978201495	-4.344412597
-0.14442591	-0.351551366	0.062699546	6.497499856	-1.382728954	0.169706653	0.978201495	-4.469135724
-0.098094737	-0.364926861	0.168737386	6.42003716	-0.729009215	0.467632811	0.978201495	-4.748219056
-0.06698471	-0.369452527	0.235483106	6.753386736	-0.439159148	0.661456331	0.978201495	-4.817568231
-0.117544166	-0.41297943	0.177891098	6.64920046	-0.788976683	0.431918634	0.978201495	-4.729635702
-0.137209124	-0.560126264	0.285708017	6.68442401	-0.643358622	0.521405996	0.978201495	-4.772253341
-0.067999426	-0.502021035	0.366022182	6.744700149	-0.310684309	0.756661765	0.978201495	-4.837364879
-0.141902483	-0.330120142	0.046315177	6.738248529	-1.49504769	0.137926968	0.978201495	-4.404627099
-0.327082497	-0.643242487	-0.010922506	6.548255793	-2.05152029	0.042726504	0.978201495	-4.017442348
0.012459603	-0.300744203	0.325663409	6.288749445	0.078886485	0.937274337	0.98978507	-4.85594797
-0.009433625	-0.276456142	0.257588892	6.295178589	-0.07005774	0.944282092	0.98978507	-4.85621877
0.100146436	-0.291616749	0.491909621	6.11200761	0.506917517	0.613284669	0.978201495	-4.804411128
-0.181981643	-0.460638694	0.096675408	6.63686539	-1.295039356	0.198171128	0.978201495	-4.516195896
-0.314235446	-0.739263692	0.1107928	6.513645371	-1.466097326	0.145635636	0.978201495	-4.421705469
-0.286812445	-0.685143108	0.111518218	6.599399179	-1.42784043	0.156330577	0.978201495	-4.443794302
0.117080825	-0.291116373	0.525278023	5.939131894	0.568775888	0.570733145	0.978201495	-4.79076765
0.044069358	-0.255649998	0.343788713	6.470413589	0.291573032	0.771193244	0.978201495	-4.839732066
0.093554249	-0.159762493	0.34687099	6.310651663	0.732360722	0.465593949	0.978201495	-4.747218536
0.203119526	-0.08737376	0.493612811	6.486898517	1.38656744	0.168535654	0.978201495	-4.467009257
0.09017471	-0.122340027	0.302689446	6.316428794	0.841436069	0.40203223	0.978201495	-4.712198448
0.15902109	-0.069971433	0.388013614	6.466656669	1.377078971	0.171441524	0.978201495	-4.472255626
-0.162368573	-0.652902234	0.328165088	6.547584861	-0.656384898	0.513024652	0.978201495	-4.768788837
0.044351863	-0.154316523	0.243020249	6.606887964	0.442698985	0.658901882	0.978201495	-4.816927235
-0.091132571	-0.277719143	0.095454001	6.593988766	-0.96854245	0.335018155	0.978201495	-4.665408043
0.105340575	-0.153855898	0.364537048	6.377955034	0.805920162	0.422125842	0.978201495	-4.724124
0.077130152	-0.25551437	0.409774674	5.963496855	0.459800282	0.646618327	0.978201495	-4.813758489
0.078691519	-0.283629941	0.441012979	6.551540728	0.430684552	0.667588065	0.978201495	-4.81908203
0.040037878	-0.129183637	0.209259393	6.439378643	0.469181515	0.639920948	0.978201495	-4.811969537
-0.033450026	-0.378296846	0.311396794	6.682734774	-0.192351535	0.847841546	0.988963134	-4.849611718
-0.044349785	-0.400806724	0.312107153	6.569918509	-0.246723132	0.80560833	0.978201495	-4.844698695
0.191222969	-0.260541667	0.642987605	6.481093443	0.839369622	0.403185166	0.978201495	-4.712906113
-0.054359939	-0.367594677	0.258874799	6.463184138	-0.344139452	0.731435521	0.978201495	-4.832860477
-0.089659097	-0.464040681	0.284722487	6.609475884	-0.474903429	0.635850521	0.978201495	-4.810860778
0.005567864	-0.371911266	0.383046994	6.666783625	0.029249679	0.976721456	0.992074906	-4.857053357
-0.053825068	-0.397671319	0.290021182	6.621154887	-0.310417159	0.756864308	0.978201495	-4.837399002
0.000878266	-0.398047494	0.399804027	6.303808534	0.004365757	0.996524995	0.997845275	-4.857225631
0.082440351	-0.281385145	0.446265847	6.067431982	0.449336942	0.654122627	0.978201495	-4.815711442
-0.060223204	-0.298792846	0.178346438	6.555001583	-0.500580699	0.617722823	0.978201495	-4.805720899
0.079812502	-0.232788714	0.392413718	6.141159389	0.506297386	0.613718363	0.978201495	-4.804540026
0.080867716	-0.137427285	0.299162717	6.484658308	0.734609954	0.464228462	0.978201495	-4.746544546
0.170713646	-0.056845189	0.398272481	6.312436434	1.487647235	0.139866479	0.978201495	-4.409022437
-0.145221732	-0.609197962	0.318754499	6.724815831	-0.620670781	0.536172628	0.978201495	-4.778123696
-0.123808027	-0.433130847	0.185514792	6.764077282	-0.793710757	0.429169131	0.978201495	-4.728107273
0.142558776	-0.162277691	0.447395243	6.50978772	0.927368757	0.355880003	0.978201495	-4.681266187
0.030713054	-0.115338191	0.176764299	6.666316336	0.417006831	0.677531994	0.978201495	-4.821463375
0.119871231	-0.091283082	0.331025545	6.536697697	1.125746046	0.262861389	0.978201495	-4.598731557
0.028661236	-0.121801467	0.17912394	6.594496397	0.377738699	0.706393708	0.978201495	-4.827875191
-0.006878774	-0.196726588	0.182969041	6.4977534	-0.071850674	0.942858591	0.98978507	-4.856166374
-0.406646735	-0.797758194	-0.015535276	6.490192324	-2.061779282	0.041719488	0.978201495	-4.009287032
-0.218925701	-0.46398826	0.026136858	6.558794998	-1.771516523	0.079400752	0.978201495	-4.226037707
-0.031266251	-0.240057283	0.177524782	6.568514692	-0.29695414	0.76709316	0.978201495	-4.839080698
-0.059271362	-0.353644283	0.235101558	6.191299667	-0.399275329	0.690508194	0.978201495	-4.824436704
-0.013079333	-0.241620847	0.215462181	6.464834865	-0.11348695	0.90986306	0.988991241	-4.854577319
0.089735555	-0.224041477	0.403512586	6.707261469	0.567111983	0.571858836	0.978201495	-4.791154986
0.148451792	-0.245244581	0.542148164	6.304759093	0.747738	0.456303825	0.978201495	-4.74257013
0.026869174	-0.249626241	0.303364589	6.244675986	0.192704478	0.847565821	0.988963134	-4.849583745
-0.012820143	-0.266257783	0.240617497	6.596113832	-0.100310683	0.920290587	0.989781317	-4.855157392
0.308447795	-0.003010131	0.61990572	6.16021867	1.963847252	0.052214225	0.978201495	-4.085676907
0.06828888	-0.133281861	0.26985962	6.563820686	0.671812249	0.503191273	0.978201495	-4.764597109
-0.16051554	-0.415411355	0.094380274	6.557467438	-1.248762371	0.21455264	0.978201495	-4.539851553
0.033460291	-0.188103789	0.25502437	6.539826549	0.299471692	0.765177196	0.978201495	-4.838771876
-0.273230792	-0.77232799	0.225866406	6.499662345	-1.085600241	0.280163164	0.978201495	-4.616678028
0.124650307	-0.153971544	0.403272159	6.602372994	0.887163372	0.377035772	0.978201495	-4.696103709
-0.080977086	-0.395193182	0.23323901	6.583711822	-0.511044992	0.610401587	0.978201495	-4.80354922
0.093935393	-0.181353522	0.369224307	6.538651061	0.676652912	0.500126786	0.978201495	-4.763262068
0.191826433	-0.005899805	0.389552671	6.470450097	1.923842743	0.057105058	0.978201495	-4.115935341
0.04777308	-0.239843323	0.335389482	6.299061144	0.329378321	0.742531469	0.978201495	-4.834904468
-0.030979037	-0.23083317	0.168875096	6.486480413	-0.307383254	0.759165695	0.978201495	-4.837784462
0.001873548	-0.186634622	0.190381717	6.543089702	0.019708791	0.9843134	0.992892982	-4.857149557
0.028890362	-0.341504453	0.399285178	6.718964119	0.154672645	0.877378849	0.988991241	-4.85230337
-0.041751482	-0.331715408	0.248212443	6.632853999	-0.285531056	0.775804604	0.978201495	-4.840449271
-0.167191791	-0.44252231	0.108138729	6.650492644	-1.204165046	0.231256288	0.978201495	-4.561871935
-0.058683829	-0.36924954	0.251881881	6.705491615	-0.374705757	0.708641476	0.978201495	-4.82834418
-0.013753537	-0.32101199	0.293504916	6.743179567	-0.08876382	0.929440134	0.989781317	-4.855606965
0.278863899	-0.039976574	0.597704372	6.545731917	1.734380063	0.085810388	0.978201495	-4.251635662
0.158207492	-0.077618595	0.394033578	6.605101738	1.330333794	0.186315026	0.978201495	-4.497605236
0.118424844	-0.096456009	0.333305696	6.429388001	1.092875084	0.276970998	0.978201495	-4.613472511
0.001668572	-0.187051246	0.19038839	6.502153437	0.017532866	0.98604507	0.992892982	-4.857166247
-0.031377579	-0.228409508	0.16565435	6.537107226	-0.315797178	0.752788649	0.978201495	-4.836706184
-0.067764855	-0.283899262	0.148369551	6.567395414	-0.621736021	0.535474555	0.978201495	-4.777852729
-0.175433483	-0.382627142	0.031760177	6.555278514	-1.679041563	0.096142847	0.978201495	-4.288862612
-0.028279329	-0.230476582	0.173917924	6.58655389	-0.27734432	0.782065676	0.978201495	-4.841397166
-0.019836646	-0.190780815	0.151107522	6.643144576	-0.230112059	0.818456217	0.98001219	-4.846328559
0.018963211	-0.204146355	0.242072777	6.616899502	0.168546258	0.866480562	0.988991241	-4.851380212
-0.227830509	-0.539272913	0.083611894	6.410421577	-1.450639709	0.149886432	0.978201495	-4.430696291
0.196597772	-0.05770354	0.450899085	6.443619382	1.533046799	0.128297531	0.978201495	-4.381738415
-0.241948335	-0.535504369	0.0516077	6.411257554	-1.63439508	0.105196202	0.978201495	-4.318090619
0.10232947	-0.132718791	0.337377731	6.484802607	0.863314637	0.389948952	0.978201495	-4.704601633
0.162615713	-0.049556301	0.374787727	6.377638294	1.519846864	0.13158063	0.978201495	-4.389749986
0.000790662	-0.229087822	0.230669146	6.694887687	0.006820529	0.994571099	0.996620353	-4.857219975
