logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
-0.045088455	-0.323857281	0.23368037	6.715796877	-0.320735161	0.749053995	0.978201495	-4.836059844
0.024567715	-0.213283663	0.262419093	6.437411536	0.204825732	0.838108187	0.988963134	-4.848591958
-0.28459526	-0.626260552	0.057070031	6.582305462	-1.651780074	0.101592462	0.978201495	-4.306795433
0.108939417	-0.090962878	0.308841711	6.524441338	1.08066899	0.28234134	0.978201495	-4.618839148
0.138749194	-0.047338609	0.324836996	6.624601915	1.478556699	0.142277988	0.978201495	-4.414393689
0.062250092	-0.213857379	0.338357564	6.610308648	0.44708208	0.655744503	0.978201495	-4.816126454
0.044573645	-0.433941948	0.523089238	5.791237801	0.18471726	0.853810149	0.988963134	-4.850204255
-0.133087997	-0.394529814	0.128353821	6.373075475	-1.009460329	0.315094256	0.978201495	-4.64898587
-0.220881298	-0.586240069	0.144477473	6.076594361	-1.198849954	0.233307891	0.978201495	-4.564445288
0.226938385	-0.031519461	0.48539623	6.369038085	1.741179969	0.084606005	0.978201495	-4.246985389
-0.187269785	-0.498537548	0.123997978	6.570108979	-1.193050945	0.235561182	0.978201495	-4.567240511
-0.032781856	-0.734242539	0.668678826	5.653915285	-0.092673513	0.926341035	0.989781317	-4.855460889
-0.041425622	-0.687426148	0.604574905	5.737279852	-0.12716324	0.899056479	0.988991241	-4.853899644
-0.057200966	-0.307258558	0.192856627	6.715067903	-0.453616389	0.651049067	0.978201495	-4.814918094
-0.279208364	-0.562811416	0.004394688	6.787006316	-1.952283778	0.053590026	0.978201495	-4.094480018
-0.113552681	-0.727908442	0.50080308	5.877023611	-0.366524389	0.714717634	0.978201495	-4.829590502
-0.162141219	-0.490298496	0.166016058	6.729623026	-0.979798606	0.329456861	0.978201495	-4.660956198
-0.056552504	-0.405112452	0.292007444	6.097687047	-0.321736091	0.748297703	0.978201495	-4.835927612
0.012888049	-0.278221731	0.303997829	6.103787704	0.087792172	0.930210501	0.989781317	-4.855642292
-0.190759203	-0.532161937	0.150643531	6.715654659	-1.10801063	0.270410408	0.978201495	-4.606737228
-0.130964246	-0.430336336	0.168407845	6.710340013	-0.867494756	0.387666065	0.978201495	-4.703128498
0.025665057	-0.243066463	0.294396576	6.521689347	0.18938651	0.850158621	0.988963134	-4.849844696
-0.062197441	-0.404534487	0.280139605	6.725032285	-0.360283223	0.719365229	0.978201495	-4.830522837
-0.029831049	-0.349196598	0.2895345	6.431808055	-0.185227676	0.853410828	0.988963134	-4.850165387
0.025548579	-0.264422301	0.31551946	6.513535651	0.174718056	0.861640497	0.988991241	-4.85094409
-0.030637607	-0.428314417	0.367039204	6.474562185	-0.15277419	0.878872047	0.988991241	-4.852423534
-0.080811797	-0.441598359	0.279974765	6.74289273	-0.444170626	0.657841089	0.978201495	-4.816659245
-0.021157467	-0.315739782	0.273424849	6.740659294	-0.14242375	0.887020563	0.988991241	-4.853052592
-0.04995715	-0.363093434	0.263179135	6.765135632	-0.316365911	0.752358208	0.978201495	-4.836632251
-0.004698119	-0.324140813	0.314744574	6.644486792	-0.029164632	0.976789122	0.992074906	-4.85705438
-0.145795938	-0.49872621	0.207134334	6.782052224	-0.819184894	0.414552196	0.978201495	-4.719728887
0.119091251	-0.069378515	0.307561017	6.545148234	1.253036117	0.212999488	0.978201495	-4.537701255
-0.416674372	-0.781077479	-0.052271264	6.250538836	-2.267462635	0.025427673	0.978201495	-3.838374801
0.08683207	-0.239065541	0.412729681	6.169231005	0.52835327	0.598378616	0.978201495	-4.799859385
0.00855931	-0.171462608	0.188581228	6.603788328	0.094284171	0.925064641	0.989781317	-4.855398881
-0.048305211	-0.276289994	0.179679572	6.469387443	-0.420158879	0.675235263	0.978201495	-4.820921368
-0.077961185	-0.389942358	0.234019988	6.208334271	-0.495536293	0.621265962	0.978201495	-4.806751849
-0.426973708	-0.861968163	0.008020746	6.269504549	-1.946448131	0.054295922	0.978201495	-4.098905109
0.131576802	-0.134165175	0.39731878	6.611025999	0.981848742	0.328450525	0.978201495	-4.660139986
-0.014036678	-0.278373179	0.250299823	6.623127155	-0.10530103	0.916339555	0.988991241	-4.854946105
0.155400381	-0.089305719	0.400106481	6.406362226	1.259310158	0.210734336	0.978201495	-4.534531852
0.033725465	-0.180398099	0.247849029	6.530900317	0.312333739	0.7554116	0.978201495	-4.837153553
0.121412767	-0.097190823	0.340016356	6.594542696	1.101368091	0.273276228	0.978201495	-4.60970413
0.057513879	-0.149940265	0.264968024	6.589468097	0.549763585	0.583658962	0.978201495	-4.795126522
-0.045761487	-0.331989286	0.240466312	6.742467653	-0.317039767	0.751848307	0.978201495	-4.836544481
-0.086039645	-0.332368211	0.160288921	6.734722253	-0.692642688	0.490075907	0.978201495	-4.758784982
0.114615976	-0.096568816	0.325800767	6.47772934	1.07623705	0.28430888	0.978201495	-4.620773345
0.091022537	-0.127623285	0.309668359	6.40498425	0.825530602	0.410958053	0.978201495	-4.717601457
-0.08547822	-0.326102487	0.155146046	6.808146438	-0.704435884	0.482734132	0.978201495	-4.75541691
0.072642008	-0.309604512	0.454888528	6.793729169	0.376851044	0.707051297	0.978201495	-4.82801284
0.051605932	-0.179546593	0.282758457	6.638483516	0.442717211	0.65888874	0.978201495	-4.816923922
-0.011999785	-0.228170072	0.204170502	6.676393347	-0.110078599	0.912558949	0.988991241	-4.854734221
0.040768088	-0.199055307	0.280591482	6.581513807	0.33709648	0.736722786	0.978201495	-4.833846863
-0.015384241	-0.23168819	0.200919708	6.628243116	-0.141038293	0.888112222	0.988991241	-4.853133449
0.145614874	-0.081096772	0.372326519	6.548936494	1.273671207	0.205616131	0.978201495	-4.527220495
-0.205370523	-0.557355595	0.146614548	6.702680566	-1.157015796	0.249913658	0.978201495	-4.584319009
0.091511785	-0.151926182	0.334949752	6.671161504	0.745442479	0.457683906	0.978201495	-4.743270075
-0.096180132	-0.256508137	0.064147874	6.523984256	-1.189601217	0.236909014	0.978201495	-4.568897187
0.004084217	-0.167370189	0.175538623	6.448609769	0.047237357	0.962414548	0.991808695	-4.856770012
0.177064496	-0.101762186	0.455891177	6.714940016	1.259280791	0.210744898	0.978201495	-4.534546722
0.086863507	-0.277056979	0.450783994	6.531309014	0.47332155	0.636974722	0.978201495	-4.81116864
-0.04141167	-0.296303514	0.213480173	6.427995833	-0.322175292	0.747965926	0.978201495	-4.83586946
-0.229360994	-0.504251875	0.045529888	6.620701684	-1.654568112	0.101023917	0.978201495	-4.304973804
0.11641536	-0.050568185	0.283398904	6.53886306	1.382490102	0.169779723	0.978201495	-4.469267861
0.256812485	-0.107613067	0.621238038	6.322891703	1.3974386	0.165252599	0.978201495	-4.460956662
0.023257645	-0.257639005	0.304154296	6.338806956	0.164189207	0.869900532	0.988991241	-4.851678662
-0.098659327	-0.446728988	0.249410334	6.069444143	-0.562079055	0.575270293	0.978201495	-4.792319748
0.044717465	-0.476015027	0.565449957	6.073747098	0.17028952	0.865112933	0.988991241	-4.851258615
-0.073361948	-0.59896882	0.452244924	6.459805386	-0.276780341	0.78249753	0.978201495	-4.841461454
0.115809414	-0.275764365	0.507383193	6.109240014	0.586483345	0.558820224	0.978201495	-4.786575995
-0.155323923	-0.48064054	0.169992693	6.272191041	-0.946798426	0.345933849	0.978201495	-4.673866292
0.002919538	-0.229645202	0.235484278	6.362390412	0.024894059	0.980187118	0.992283226	-4.857101926
0.029022909	-0.275714948	0.333760766	6.124373373	0.188859986	0.85057022	0.988963134	-4.84988569
0.116791445	-0.328161889	0.561744779	5.942901617	0.520501504	0.603819242	0.978201495	-4.801548354
-0.420641689	-0.675143391	-0.166139987	6.568179343	-3.27753278	0.001423692	0.978201495	-2.812518025
0.104817092	-0.076218363	0.285852546	6.64987377	1.148137471	0.253543059	0.978201495	-4.588449668
0.060588703	-0.145363629	0.266541035	6.444503704	0.583378429	0.560900212	0.978201495	-4.787320176
0.025810225	-0.184167734	0.235788185	6.501432433	0.243749373	0.807904593	0.978201495	-4.844998808
-0.033440597	-0.300435331	0.233554137	6.309269744	-0.248368631	0.804338445	0.978201495	-4.84453107
-0.013131622	-0.331817307	0.305554063	6.473789784	-0.081711133	0.935033306	0.98978507	-4.855854553
0.091728746	-0.180553536	0.364011028	6.497336939	0.668053889	0.505577506	0.978201495	-4.765627134
0.117909353	-0.153034488	0.388853195	6.369803963	0.862967413	0.390138953	0.978201495	-4.704723687
0.034876423	-0.266572877	0.336325724	6.744810308	0.229426238	0.818987758	0.98001219	-4.846393414
0.04634729	-0.207018198	0.299712778	6.689592893	0.36274573	0.71753021	0.978201495	-4.830156881
-0.227239869	-0.518749599	0.06426986	6.740505914	-1.545812796	0.125184145	0.978201495	-4.373928981
-0.096841051	-0.44994947	0.256267369	6.632021562	-0.54384713	0.587709405	0.978201495	-4.796453014
0.30575932	0.014112853	0.597405787	6.122503686	2.078970877	0.040077657	0.978201495	-3.995541008
0.078723278	-0.258524875	0.415971431	6.271267867	0.462891293	0.644408371	0.978201495	-4.813173014
0.227279361	-0.009047198	0.46360592	6.548358237	1.907097471	0.059264196	0.978201495	-4.128436529
0.029306496	-0.299803667	0.358416658	6.592270218	0.176582645	0.860179272	0.988991241	-4.85080925
-0.033761555	-0.257876424	0.190353314	6.676774781	-0.29872887	0.765742365	0.978201495	-4.838863266
-0.024501358	-0.241255909	0.192253194	6.421014467	-0.22415444	0.82307643	0.98001219	-4.846885494
0.021657928	-0.290141024	0.33345688	6.241018813	0.13774241	0.890710045	0.988991241	-4.853322626
0.016559984	-0.149139999	0.182259966	6.521254218	0.198181386	0.843289607	0.988963134	-4.849143094
0.200176221	-0.054363638	0.454716081	6.28368526	1.559488256	0.121915559	0.978201495	-4.365496523
0.079906227	-0.107945735	0.267758188	6.47731749	0.843510147	0.400877056	0.978201495	-4.711486457
0.105555287	-0.063737033	0.274847606	6.42766053	1.236426077	0.219082288	0.978201495	-4.546019165
0.04512308	-0.206496864	0.296743025	6.492421754	0.355614205	0.722849003	0.978201495	-4.831209888
0.01213513	-0.190215582	0.214485843	6.509718228	0.118922803	0.905565676	0.988991241	-4.854317186
0.089375537	-0.151459393	0.330210468	6.311336832	0.73590984	0.463440346	0.978201495	-4.746154103
-0.017149364	-0.211221254	0.176922526	6.654374002	-0.175230945	0.861238513	0.988991241	-4.850907142
0.023270764	-0.229380268	0.275921796	6.628672654	0.182648029	0.855429387	0.988963134	-4.850360731
0.042515625	-0.587775106	0.672806355	6.288028341	0.133762096	0.893848923	0.988991241	-4.853545129
-0.048644391	-0.639787395	0.542498613	6.236289993	-0.163179516	0.870693422	0.988991241	-4.851746709
-0.404067612	-0.699585845	-0.108549379	6.492745633	-2.711409929	0.00783877	0.978201495	-3.423620788
0.058752379	-0.232665026	0.350169784	6.184763482	0.39979319	0.690127881	0.978201495	-4.824351688
-0.096887873	-0.342274636	0.14849889	6.558466351	-0.782967457	0.435423603	0.978201495	-4.731562901
0.072680667	-0.158561032	0.303922365	6.586113736	0.6232728	0.534468294	0.978201495	-4.777461008
0.138685767	-0.134481065	0.411852599	6.480809539	1.006767873	0.316380494	0.978201495	-4.650086726
-0.018177392	-0.309570021	0.273215237	6.47539398	-0.123702487	0.901789347	0.988991241	-4.854078404
-0.05882703	-0.271610927	0.153956867	6.538066138	-0.548230995	0.584706917	0.978201495	-4.7954715
0.270390677	0.007403589	0.533377765	6.412245541	2.038837955	0.04400015	0.978201495	-4.027474831
0.049254654	-0.177908799	0.276418106	6.511679397	0.429966117	0.668108928	0.978201495	-4.819209014
0.002611008	-0.194698472	0.199920488	6.578952395	0.026241321	0.979115091	0.992074906	-4.857087738
0.072455187	-0.167788476	0.31269885	6.475276063	0.598057526	0.551100323	0.978201495	-4.783767477
-0.261732457	-0.480883676	-0.042581239	6.691380797	-2.368313095	0.019714743	0.978201495	-3.749530986
-0.007220002	-0.340246686	0.325806682	6.489785586	-0.04299161	0.965790566	0.991808695	-4.856848907
-0.088347584	-0.310024102	0.133328934	6.49996358	-0.790315338	0.431140109	0.978201495	-4.729204417
0.070884078	-0.183595078	0.325363235	6.356873578	0.552359595	0.581885891	0.978201495	-4.794539999
0.079422213	-0.20357203	0.362416457	6.622425799	0.556531572	0.579041798	0.978201495	-4.793591679
-0.154295769	-0.435837258	0.127245719	6.521797043	-1.086768492	0.279648839	0.978201495	-4.616164653
0.404047807	-0.242750793	1.050846408	6.298613242	1.238765509	0.218217983	0.978201495	-4.544854036
0.283750772	-0.227170776	0.794672319	6.436962965	1.101306632	0.273302842	0.978201495	-4.609731501
0.056562323	-0.238809281	0.351933926	6.255056517	0.379737875	0.704913501	0.978201495	-4.827563997
-0.026321353	-0.210851762	0.158209056	7.020888271	-0.282856193	0.77784869	0.978201495	-4.840762004
0.010340508	-0.177398598	0.198079614	6.825222173	0.109222608	0.913236171	0.988991241	-4.854772875
0.053157459	-0.152452619	0.258767536	6.519027305	0.512678654	0.609262145	0.978201495	-4.80320616
-0.063636276	-0.264493422	0.13722087	6.466021138	-0.628265036	0.53120614	0.978201495	-4.776181903
0.100248927	-0.121556986	0.322054841	6.553334686	0.896255918	0.372183752	0.978201495	-4.692804281
0.041478552	-0.209539984	0.292497087	6.577108518	0.327674927	0.743815463	0.978201495	-4.835134592
0.205427955	-0.051839287	0.462695198	6.501753619	1.583435853	0.116355222	0.978201495	-4.350564416
0.150858732	-0.132733284	0.434450748	6.481167586	1.054877125	0.293923366	0.978201495	-4.629987667
0.098130075	-0.126966566	0.323226717	6.592064209	0.864487143	0.389307776	0.978201495	-4.704189126
-0.110304841	-0.382167995	0.161558314	6.710210495	-0.804580758	0.422895136	0.978201495	-4.724563887
-0.264671931	-0.532029387	0.002685524	6.800102631	-1.963093607	0.052302971	0.978201495	-4.086252049
-0.125198805	-0.368308115	0.117910505	6.519291822	-1.021231062	0.309512133	0.978201495	-4.644139767
0.021076288	-0.126034884	0.168187461	6.704300499	0.284101739	0.776896669	0.978201495	-4.840616746
0.061354456	-0.129658528	0.25236744	6.576513669	0.636954837	0.525552366	0.978201495	-4.773931369
0.034944926	-0.139998405	0.209888256	6.60236703	0.396106668	0.692836959	0.978201495	-4.824954508
0.06442989	-0.130121527	0.258981306	6.608409941	0.656717233	0.512811757	0.978201495	-4.768699552
0.04788781	-0.131023664	0.226799284	6.63392547	0.530777136	0.596703646	0.978201495	-4.799332931
0.10233999	-0.271166463	0.475846442	5.877258552	0.543341256	0.588056341	0.978201495	-4.796565772
0.139848733	-0.099225403	0.37892287	6.433352733	1.159982304	0.248709215	0.978201495	-4.58293203
0.027232672	-0.160610806	0.21507615	6.606172563	0.287487893	0.774310219	0.978201495	-4.840218627
-0.015836606	-0.296541662	0.264868449	6.314264169	-0.111876098	0.91113706	0.988991241	-4.85465207
-0.002825385	-0.155510513	0.149859743	6.561338046	-0.03669495	0.970798502	0.992074906	-4.856952242
-0.030703097	-0.301668616	0.240262422	6.262097642	-0.224695085	0.822656893	0.98001219	-4.846835554
0.057276802	-0.1258298	0.240383403	6.677457987	0.620297714	0.536417216	0.978201495	-4.778218485
0.116594407	-0.11860398	0.351792795	6.448741778	0.983034593	0.327869359	0.978201495	-4.659667112
-0.045440098	-0.273260879	0.182380683	6.534306091	-0.395522635	0.693266509	0.978201495	-4.825049499
0.04493918	-0.152656827	0.242535187	6.552399016	0.450995699	0.652930574	0.978201495	-4.815404819
0.054337039	-0.220704823	0.329378901	6.380428633	0.391762256	0.696034615	0.978201495	-4.825657772
0.14342701	-0.029893039	0.316747058	6.55880587	1.64099616	0.103815925	0.978201495	-4.313814777
0.065126878	-0.10984978	0.240103536	6.605911248	0.738083615	0.462124085	0.978201495	-4.745499656
0.024306936	-0.473377398	0.521991271	6.484628354	0.096850457	0.923031347	0.989781317	-4.855297875
0.005258437	-0.182478378	0.192995251	6.670602443	0.055543423	0.955811988	0.990433019	-4.856594198
-0.009239569	-0.197665832	0.179186694	6.486424971	-0.097237927	0.922724395	0.989781317	-4.855282389
0.005237227	-0.23098158	0.241456033	6.634643749	0.04396553	0.965016094	0.991808695	-4.856831466
0.07377462	-0.127217584	0.274766823	6.784982158	0.727868943	0.468327629	0.978201495	-4.74855843
0.087394414	-0.169147637	0.343936466	6.519653759	0.675539168	0.500830974	0.978201495	-4.763570072
0.153596345	-0.140711202	0.447903892	6.302317987	1.034915532	0.303106253	0.978201495	-4.638437389
0.089285336	-0.086445995	0.265016668	6.535874273	1.007526229	0.316017859	0.978201495	-4.649776947
-0.053281194	-0.363590021	0.257027632	6.640244115	-0.340490693	0.734173103	0.978201495	-4.833374032
0.044356553	-0.350548859	0.439261965	5.994915689	0.22273585	0.82417749	0.98001219	-4.847015957
0.092304969	-0.101548041	0.286157979	6.541844986	0.94423035	0.347238061	0.978201495	-4.674852921
0.124956425	-0.064234562	0.314147411	6.648108835	1.309735413	0.193168112	0.978201495	-4.508512618
0.175695192	-0.01866723	0.370057614	6.485347882	1.792557097	0.075947959	0.978201495	-4.211316432
0.163508915	-0.057884192	0.384902021	6.500402977	1.464545147	0.146058205	0.978201495	-4.422612312
0.025512735	-0.289182322	0.340207791	6.363271241	0.160765373	0.872589731	0.988991241	-4.851907708
-0.01605868	-0.271227656	0.239110296	6.359337219	-0.124797935	0.90092417	0.988991241	-4.854022354
0.004297851	-0.209072935	0.217668638	6.420906152	0.039943109	0.968214979	0.992074906	-4.856900976
0.041383425	-0.238879104	0.321645955	6.415704091	0.292810615	0.7702497	0.978201495	-4.839583312
-0.033492943	-0.385866091	0.318880206	6.646134763	-0.188484621	0.850863681	0.988963134	-4.849914846
0.03027782	-0.131180809	0.191736449	6.679366673	0.371867963	0.710746949	0.978201495	-4.828779583
0.07501238	-0.137999432	0.288024191	6.576106574	0.698320321	0.486533748	0.978201495	-4.757170474
0.111234271	-0.127715285	0.350183828	6.489483222	0.923119252	0.358079497	0.978201495	-4.682864723
0.195814686	-0.057256617	0.448885988	6.359514624	1.534361812	0.12797403	0.978201495	-4.380936752
0.031860696	-0.200450779	0.264172171	6.364662194	0.271963121	0.786188967	0.978201495	-4.842005241
0.029700749	-0.20030271	0.259704209	6.453524935	0.256069857	0.79840217	0.978201495	-4.843731771
0.088345995	-0.213886489	0.390578479	6.482898599	0.579657086	0.563398143	0.978201495	-4.78820695
0.110889092	-0.168514359	0.390292543	6.61359084	0.787014049	0.433061542	0.978201495	-4.730266722
0.160942835	-0.076204008	0.398089679	6.417980775	1.345797513	0.181291224	0.978201495	-4.489310932
0.068927566	-0.269095316	0.406950449	6.440002175	0.404363798	0.686774711	0.978201495	-4.823596587
-0.11628866	-0.338953324	0.106376004	6.66604721	-1.035646368	0.302766672	0.978201495	-4.63813078
0.170372472	-0.051919434	0.392664378	6.507926715	1.519851642	0.131579429	0.978201495	-4.389747098
0.102617978	-0.031522185	0.236758142	6.633570407	1.517015593	0.132293357	0.978201495	-4.391460002
-0.031273951	-0.285164859	0.222616956	6.598254357	-0.24426488	0.807506411	0.978201495	-4.844947043
0.104597063	-0.126654422	0.335848548	6.620340274	0.896933781	0.371823605	0.978201495	-4.692556989
0.199917468	-0.020224798	0.420059733	6.677469336	1.800830062	0.074624826	0.978201495	-4.205485105
0.012947164	-0.167701757	0.193596085	6.643088338	0.142123111	0.887257431	0.988991241	-4.853070205
-0.170582424	-0.337791539	-0.00337331	6.669465211	-2.023018051	0.045634346	0.978201495	-4.039912792
-0.045040817	-0.356725979	0.266644345	6.692485904	-0.28655999	0.775018729	0.978201495	-4.840328191
-0.240471657	-0.698319576	0.217376261	6.530199636	-1.041521105	0.300046318	0.978201495	-4.635658537
-0.062820109	-0.263200552	0.137560335	6.604036176	-0.621682687	0.535509495	0.978201495	-4.777866307
-0.387125296	-0.899103113	0.12485252	6.602596715	-1.499428735	0.136788732	0.978201495	-4.402015485
0.058699897	-0.277822248	0.395222042	6.657962768	0.345898848	0.730116722	0.978201495	-4.832610897
-0.372652919	-0.812580435	0.067274598	6.654085731	-1.679766139	0.096001306	0.978201495	-4.28838231
-0.488061161	-0.937101551	-0.039020772	6.571065038	-2.155332438	0.033440045	0.978201495	-3.933285989
-0.447264996	-0.834487547	-0.060042446	6.64377207	-2.290496812	0.024008101	0.978201495	-3.818370517
-0.002111169	-0.247292324	0.243069987	6.606975406	-0.017075021	0.986409445	0.992892982	-4.85716951
-0.014855757	-0.363353641	0.333642127	6.176566664	-0.084531788	0.932795964	0.989781317	-4.85575799
-0.129995223	-0.398831936	0.138841491	6.536754814	-0.958879948	0.339840733	0.978201495	-4.669189726
-0.035340694	-0.402366087	0.331684699	6.156943654	-0.190943283	0.848941886	0.988963134	-4.849722823
0.003467017	-0.338831238	0.345765271	6.050098324	0.020085223	0.984013831	0.992892982	-4.857146472
-0.050880649	-0.275460286	0.173698987	6.464662258	-0.44927028	0.654170553	0.978201495	-4.815723741
0.23039117	-0.154945968	0.615728308	5.975359544	1.18563329	0.238466137	0.978201495	-4.570797041
0.143731911	-0.158331556	0.445795379	6.324157121	0.943583678	0.347566976	0.978201495	-4.675100955
-0.02255167	-0.240891346	0.195788006	6.582665679	-0.204819578	0.838112983	0.988963134	-4.848592477
0.139788273	-0.253444857	0.533021403	6.552508291	0.70493011	0.482427783	0.978201495	-4.755274539
-0.252762921	-0.698393266	0.192867425	5.962129417	-1.124770792	0.263272629	0.978201495	-4.599174959
0.051280513	-0.294097143	0.396658169	6.655148377	0.294431007	0.769014821	0.978201495	-4.839387595
-0.053129428	-0.478183687	0.37192483	6.727066931	-0.247865563	0.804726623	0.978201495	-4.844582435
-0.099829504	-0.375602051	0.175943044	6.227447988	-0.717849336	0.474457888	0.978201495	-4.751518042
-0.486688169	-1.208044226	0.234667887	6.281629948	-1.337908858	0.183841172	0.978201495	-4.493553515
0.005061483	-0.324140203	0.33426317	6.240702664	0.030488861	0.975735548	0.992074906	-4.857038112
0.149408863	-0.229462543	0.528280269	6.072603358	0.782005762	0.435986067	0.978201495	-4.731869981
-0.013633974	-0.395314828	0.36804688	6.230717897	-0.070834937	0.943665014	0.98978507	-4.85619622
-0.041818145	-0.350872042	0.267235751	6.210758362	-0.268321805	0.788982553	0.978201495	-4.842409966
-0.366586721	-0.761747405	0.028573963	6.636317012	-1.839621272	0.0686731	0.978201495	-4.177819636
-0.143091472	-0.440453466	0.154270521	6.696777371	-0.954231424	0.34217683	0.978201495	-4.670995921
-0.100922288	-0.512590385	0.31074581	6.578788757	-0.486144409	0.627886469	0.978201495	-4.808643704
-0.034003918	-0.480239905	0.412232069	6.425947695	-0.151108811	0.880182283	0.988991241	-4.852527725
-0.3986686	-0.88548372	0.088146521	6.58848319	-1.623952769	0.107409811	0.978201495	-4.324822221
-0.432929622	-0.980972204	0.11511296	6.483363189	-1.566492865	0.12026779	0.978201495	-4.361150728
-0.406802721	-0.942797095	0.129191652	6.566326234	-1.505043461	0.135340739	0.978201495	-4.398658038
0.014560665	-0.248034446	0.277155775	6.363906606	0.109956266	0.91265573	0.988991241	-4.854739764
-0.196530655	-0.507402799	0.114341488	6.16005542	-1.253643106	0.212779567	0.978201495	-4.537395287
-0.105112689	-0.354058457	0.14383308	6.631510104	-0.837289832	0.404347572	0.978201495	-4.713616629
0.092191572	-0.097293178	0.281676321	6.490633907	0.964811296	0.336875057	0.978201495	-4.666872699
-0.051245855	-0.255987473	0.153495762	6.637803087	-0.496338586	0.620701841	0.978201495	-4.806588574
0.08086071	-0.147359833	0.309081254	6.619495002	0.702600151	0.483872957	0.978201495	-4.755944866
0.128528154	-0.100689825	0.357746133	6.538515733	1.111923763	0.268731965	0.978201495	-4.60498138
0.066437271	-0.123516117	0.256390658	6.371709548	0.693569778	0.489496555	0.978201495	-4.758522239
0.00570701	-0.164632065	0.176046084	6.730365195	0.066438488	0.947156145	0.990114989	-4.856320505
-0.013158127	-0.339433043	0.313116788	6.209179431	-0.079971606	0.936413358	0.98978507	-4.855912471
0.024416024	-0.129717583	0.17854963	6.677006494	0.314125373	0.754054391	0.978201495	-4.836922743
0.069477574	-0.082238164	0.221193312	6.601411781	0.908112041	0.365916288	0.978201495	-4.688452737
0.061590004	-0.096432683	0.219612691	6.587824475	0.772887372	0.441340192	0.978201495	-4.734763176
-0.163060902	-0.585644994	0.259523191	5.848703678	-0.76517737	0.445897007	0.978201495	-4.737183504
-0.301633354	-0.675342852	0.072076144	6.374634831	-1.600555175	0.112505652	0.978201495	-4.339760994
0.112585302	-0.108461456	0.33363206	6.408628918	1.010003709	0.314835097	0.978201495	-4.648763355
-0.24864671	-0.735143153	0.237849733	6.420105739	-1.013511008	0.313165746	0.978201495	-4.647324316
-0.264385672	-0.901508842	0.372737498	6.287998969	-0.822886501	0.412453358	0.978201495	-4.718489859
-0.177211417	-0.521003027	0.166580192	6.600087413	-1.022166983	0.309071146	0.978201495	-4.643752106
-0.00907725	-0.16323214	0.145077641	6.589221788	-0.116767612	0.907269161	0.988991241	-4.854421778
0.15269418	-0.050430077	0.355818437	6.482571476	1.490685807	0.139067569	0.978201495	-4.407220207
-0.134520404	-0.345406701	0.076365893	6.616127755	-1.264926306	0.208721746	0.978201495	-4.531682007
0.110771098	-0.114478536	0.336020731	6.647931254	0.975186741	0.331728053	0.978201495	-4.662786246
-0.082958541	-0.256329579	0.090412496	6.572975921	-0.948877135	0.344880486	0.978201495	-4.673065764
-0.066085779	-0.254534658	0.1223631	6.645657068	-0.69540831	0.488348737	0.978201495	-4.758000164
0.014383296	-0.185540978	0.21430757	6.652874933	0.142665283	0.886830271	0.988991241	-4.853038415
0.026105832	-0.252296464	0.304508127	6.634942289	0.185947414	0.85284781	0.988963134	-4.850110396
0.200524753	-0.050518508	0.451568014	6.535497662	1.583962312	0.116235294	0.978201495	-4.350233786
0.212302515	0.005202748	0.419402282	6.442603888	2.032829482	0.044614826	0.978201495	-4.032208843
0.122520974	-0.11602542	0.361067369	6.591136131	1.018504629	0.310799175	0.978201495	-4.645267103
-0.042147209	-0.249159766	0.164865347	6.712741957	-0.403736075	0.687234864	0.978201495	-4.823700798
-0.452340119	-0.844041898	-0.06063834	6.466848774	-2.289997387	0.024038125	0.978201495	-3.818806065
0.116489627	-0.111437016	0.344416269	6.514594932	1.013485597	0.313177819	0.978201495	-4.647334759
0.151492044	-0.083936449	0.386920537	6.488017569	1.276016306	0.204789127	0.978201495	-4.526019091
0.153428662	-0.158372123	0.465229447	6.318128722	0.975786298	0.331432212	0.978201495	-4.662548808
-0.111983569	-0.356578012	0.132610875	6.791014311	-0.907889805	0.36603315	0.978201495	-4.688534817
0.184944874	-0.164272198	0.534161947	6.209710642	1.050200582	0.296057544	0.978201495	-4.63198124
-0.005363073	-0.194508718	0.183782572	6.618282943	-0.056226724	0.955268957	0.990433019	-4.85657847
0.021327964	-0.291287845	0.333943774	6.329825048	0.135289438	0.892644258	0.988991241	-4.85346052
0.055603476	-0.129725983	0.240932935	6.592917483	0.594953336	0.553165566	0.978201495	-4.784526048
-0.023228219	-0.224827018	0.178370581	6.565932299	-0.228482733	0.819719153	0.98001219	-4.846482322
-0.019855684	-0.32629189	0.286580522	6.762680595	-0.128490257	0.898008888	0.988991241	-4.853829792
-0.130143798	-0.422105115	0.16181752	6.596299566	-0.88394162	0.378764434	0.978201495	-4.697264912
0.197558631	-0.037149771	0.432267033	6.303937277	1.669140109	0.098094065	0.978201495	-4.295406991
-0.044372967	-0.281582018	0.192836085	6.560789035	-0.370947655	0.711430245	0.978201495	-4.828920079
0.23998158	-0.182468033	0.662431193	6.503183911	1.126492783	0.262546813	0.978201495	-4.598391801
0.230511468	-0.140523015	0.60154595	6.683897517	1.231980077	0.220731734	0.978201495	-4.548227656
-0.145466686	-0.667360444	0.376427073	6.496610248	-0.552722143	0.581638475	0.978201495	-4.79445787
-0.064922965	-0.283632831	0.153786902	6.489901653	-0.588647619	0.557372626	0.978201495	-4.786054953
