	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	
PROC	-0.7827817928777387	-2.0526989756909257	0.48713538993544825	6.5311692569655175	-1.2534752420572022	0.21872955541812947	0.9959991703299887	-4.572378799744522	
ITAM	0.3476205152115881	-0.22720014896980922	0.9224411793929854	6.624332002068965	1.2297688015635742	0.22736937276302066	0.9959991703299887	-4.574907162409575	
HS90A	0.314097983596196	-0.2086771532244195	0.8368731204168115	6.462334199379311	1.2218015404539964	0.2303294314178334	0.9959991703299887	-4.575747857500915	
TIMP1	-0.5138461735174609	-1.370859309222897	0.34316696218797527	6.401441393724138	-1.2192593440644484	0.23127993005648967	0.9959991703299887	-4.576015145141654	
COGA1	-0.4539801472861368	-1.2118513456631572	0.30389105109088366	6.359237525310345	-1.218125130552198	0.2317049381657336	0.9959991703299887	-4.576134246503739	
TSP2	-0.4081065925948661	-1.096050959005917	0.27983777381618485	6.30945832137931	-1.2063427993139157	0.23615429702776053	0.9959991703299887	-4.5773659846843096	
TTHY	-0.4106144249272919	-1.1041664175671666	0.2829375677125829	6.63626967	-1.2039421589946688	0.23706854785150044	0.9959991703299887	-4.577615717198033	
CBPB2	-0.4949257243511254	-1.3372750499753938	0.34742360127314303	6.7113410172758625	-1.1948083229136015	0.24057094171643933	0.9959991703299887	-4.5785620584382976	
PRG4	-0.3700734287385763	-1.0094697506882682	0.2693228932111157	7.025267488413793	-1.1769776460279342	0.24751766620706553	0.9959991703299887	-4.580391918899404	
YBOX1	0.3257562371378659	-0.23958796170432833	0.8911004359800601	6.527851305344828	1.1717372700506181	0.24958693905621254	0.9959991703299887	-4.580925276440201	
LOXL1	0.33294747199090413	-0.24913383021136382	0.9150287741931721	6.6233199141034484	1.1631681910131262	0.2529977962935931	0.9959991703299887	-4.581793066770926	
HEP2	-0.377206811959512	-1.0446336888871461	0.290220064968122	6.714074912827586	-1.1492811400426328	0.25859728925519865	0.9959991703299887	-4.583187879884281	
ECM1	-0.2671084678607257	-0.7428633269964687	0.20864639127501738	6.813666541275862	-1.1417075365567382	0.26168867573895344	0.9959991703299887	-4.5839425380209375	
ECM2	-0.3847579689495525	-1.0718426470264295	0.3023267091273246	6.414086123206896	-1.1387484633532219	0.2629037336173564	0.9959991703299887	-4.584236228753687	
CO5A1	-0.396054264547729	-1.108938735496934	0.316830206401476	6.311371009275862	-1.1297594530184778	0.26661976372124996	0.9959991703299887	-4.585124385494455	
CO7	-0.392317090654002	-1.1146115784883732	0.3299773971803691	6.6866767591379315	-1.104519459326291	0.27725536842154797	0.9959991703299887	-4.587585791426026	
APOA4	-0.46787250432267796	-1.3321531351645446	0.3964081265191887	6.318779037034483	-1.1008374297025507	0.2788318201775815	0.9959991703299887	-4.587940846199243	
APOC3	-0.3785903456854757	-1.0805011783168679	0.32332048694591636	6.771172924310345	-1.0968267515670396	0.28055622309010114	0.9959991703299887	-4.5883264233743	
FA9	-0.33840393022009163	-0.9678670023644761	0.29105914192429283	6.673007898344828	-1.0932401815099626	0.28210468044692294	0.9959991703299887	-4.5886701939701675	
THRB	-0.4737224382276756	-1.3606655886624803	0.41322071220712914	6.806806323448276	-1.086122013569044	0.2851957825022611	0.9959991703299887	-4.589349569523561	
APMAP	-0.37718290249723435	-1.0838720003789017	0.329506195384433	6.386666517172414	-1.0853605973495661	0.28552784380835033	0.9959991703299887	-4.589422012561841	
A2MG	-0.37841261863982545	-1.0948490788001222	0.33802384152047127	6.312522322172414	-1.0740843160181255	0.29047754160143224	0.9959991703299887	-4.590489685628993	
GRN	0.4208824302734923	-0.37732414448936397	1.2190890050363485	6.749580883413793	1.0722497166286842	0.29128851027828495	0.9959991703299887	-4.590662471541248	
PGCA	0.46719151062767267	-0.43858065474489166	1.372963676000237	5.858009583068966	1.0488814779851001	0.3017575283008034	0.9959991703299887	-4.592840713469493	
CO9	-0.40315127696148634	-1.188584605327002	0.3822820514040294	6.614557476	-1.043780450073884	0.3040772060015117	0.9959991703299887	-4.59331060032361	
PEDF	-0.4512515913010684	-1.3415039985580175	0.4390008159558807	6.466166414413793	-1.030756385845211	0.31005590938555394	0.9959991703299887	-4.5945011777469125	
OAF	-0.28374370813132477	-0.84474202003294	0.27725460377029043	6.519092922655172	-1.0285256573369663	0.3110880132252909	0.9959991703299887	-4.594703774687107	
HSPB1	0.28108607498245075	-0.27586567273466134	0.8380378226995628	6.160961393620689	1.0262949795105962	0.31212246028929225	0.9959991703299887	-4.594905979539363	
APOD	-0.3777550706444038	-1.1304585675736172	0.3749484262848097	5.9838200675862065	-1.0205559363944412	0.31479474608325686	0.9959991703299887	-4.595424425060611	
PLMN	-0.4662509489624995	-1.3956802147005807	0.46317831677558163	6.603555793586207	-1.0201260308195752	0.3149955552603088	0.9959991703299887	-4.595463157766843	
CO4A	-0.295138760721486	-0.885533879520306	0.29525635807733414	6.773725072896552	-1.016562150085841	0.316663634492578	0.9959991703299887	-4.595783692527192	
PCYOX	-0.2764114795208734	-0.8330583110365246	0.2802353519947778	6.551529036103449	-1.0097800322059651	0.31985472262336034	0.9959991703299887	-4.5963909299750165	
TENX	-0.24046630989331902	-0.7403318537163088	0.25939923392967085	6.299743158137931	-0.9782536607636625	0.33497622416625394	0.9959991703299887	-4.599166164210392	
CO1A1	-0.422084413362441	-1.3017068574383996	0.4575380307135177	6.475955727896552	-0.9757834708143133	0.3361810710871471	0.9959991703299887	-4.599380295071822	
THSD4	0.36850653034418	-0.400116663941681	1.1371297246300411	6.523017938068966	0.9749495586257122	0.33658847312408124	0.9959991703299887	-4.599452474289541	
C1S	-0.28096425887005777	-0.8676241883473117	0.3056956706071962	6.499655999862069	-0.9739016373273323	0.33710089834005375	0.9959991703299887	-4.599543098796457	
CO4A1	-0.3763294662670431	-1.176421277731576	0.4237623451974897	6.199818864068965	-0.9564864967141384	0.3456934793099229	0.9959991703299887	-4.601036376879045	
CRLF1	-0.2622336528776606	-0.8205931231984052	0.296125817443084	6.618097096206896	-0.9550475226884757	0.34640993751061633	0.9959991703299887	-4.6011586816492125	
TAGL2	0.2791058319449422	-0.31996520221814806	0.8781768661080325	6.540557743586207	0.9474166965419173	0.35022579625489125	0.9959991703299887	-4.601804492308316	
CO1A2	-0.3786512314763974	-1.194652436765725	0.4373499738129302	6.541122089241379	-0.9436240859649764	0.3521326545288258	0.9959991703299887	-4.602123733207085	
FA12	-0.3772455906306243	-1.2110472510568022	0.4565560697955537	6.566941478655172	-0.9200509137678193	0.36413855537289264	0.9959991703299887	-4.60408206353322	
ITA8	0.29729681464375807	-0.3599431058976493	0.9545367351851655	6.119674943206896	0.9198494772680029	0.36424228804837844	0.9959991703299887	-4.60409860470774	
SAMP	0.35990360536667343	-0.4370658177530794	1.1568730284864261	6.601196751	0.9183219862334134	0.3650295202508377	0.9959991703299887	-4.604223929514272	
F13A	0.24785595334932278	-0.3060571229699154	0.8017690296685609	6.74101948162069	0.9099304142003568	0.36937413080538306	0.9959991703299887	-4.604909057420702	
PROS	-0.3463908939613127	-1.1254917674047913	0.4327099794821659	6.63555528562069	-0.9041140530274331	0.37240510532395577	0.9959991703299887	-4.605380582875503	
ITIH3	-0.23845339285081182	-0.7750648173137029	0.2981580316120793	6.578292535827586	-0.9036370642700762	0.3726543827885723	0.9959991703299887	-4.605419129905571	
PRDX1	0.23032165708093388	-0.30365382620574244	0.7642971403676102	6.364383354827586	0.8771298750317863	0.38667681300315915	0.9959991703299887	-4.607532121511951	
