	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	
CD44	-0.29417383650837525	-0.7254293798330743	0.1370817068163238	6.52582652	1.3727117514160743	0.17643494337290236	0.9615317255412346	-4.532374101859915	
FBLN5	0.2667990456114333	-0.12657739458498196	0.6601754858078486	6.391753391790697	-1.3648531405534559	0.17887563905135628	0.9615317255412346	-4.539549268559172	
IGJ	-0.43341874063991614	-1.0789025254923192	0.21206504421248706	5.83859003072093	1.3512395449383436	0.18316494142227324	0.9615317255412346	-4.5518912959027595	
MGP	0.5839437434936556	-0.29309134019853966	1.4609788271858508	6.058919491697674	-1.3398742495267533	0.18680576971858312	0.9615317255412346	-4.56210970292853	
LYSC	0.3689707280711008	-0.19161083955223063	0.9295522956944322	6.103044200186046	-1.3245339581434195	0.19180716503012632	0.9615317255412346	-4.575778476342882	
COLA1	0.31496611781716044	-0.17245901933900232	0.8023912549733232	6.47511087544186	-1.300366918791311	0.19989167076300413	0.9615317255412346	-4.597023248109574	
LV310	-0.345396912091645	-0.8822754156974084	0.19148159151411837	6.701234951744186	1.2946501705519629	0.20184113876262275	0.9615317255412346	-4.601996848476082	
TINAL	0.36289758234342584	-0.2098919696985163	0.935687134385368	6.03325688844186	-1.2749671199090453	0.20866274229696752	0.9615317255412346	-4.6189688151057	
ALS	-0.40619142657886037	-1.0488167620465805	0.2364339088888598	6.560226993813954	1.2719876850005154	0.20971019575578942	0.9615317255412346	-4.621517247285341	
MUC18	0.28041675249791836	-0.16978232786351505	0.7306158328593517	6.401879716883721	-1.2534567389173508	0.21631333542301398	0.9615317255412346	-4.63724539982761	
SERPH	-0.26111080657455044	-0.6862957882953493	0.1640741751462485	6.389736654627907	1.2358248616529521	0.2227384120656067	0.9615317255412346	-4.652014567246397	
RNAS4	0.2842313689521541	-0.1845567771106294	0.7530195150149377	6.242877611674419	-1.2201279701486163	0.2285761075943436	0.9615317255412346	-4.665001583567741	
ANGL4	-0.2628208295831958	-0.7010568688279494	0.17541520966155777	6.750283606139535	1.2068733285075222	0.233592493486664	0.9615317255412346	-4.6758492487577765	
HS90B	-0.2912730186561532	-0.7770275442318986	0.19448150691959226	6.40548464283721	1.206683568395376	0.23366489120645462	0.9615317255412346	-4.676003758463372	
PRG4	0.2749330035099165	-0.18910122330064072	0.7389672303204737	6.98000816472093	-1.1923036109122886	0.2391990324453115	0.9615317255412346	-4.687647374528724	
SAMP	0.32126353035257754	-0.22382364527074566	0.8663507059759008	6.25928430272093	-1.1860567260554562	0.2416326734156094	0.9615317255412346	-4.692665467691707	
CO3	0.257867917899959	-0.18188788642182818	0.6976237222217462	6.939814617604651	-1.1800372882477292	0.24399468145147088	0.9615317255412346	-4.697477844534494	
SAA4	-0.3947190499585052	-1.0715029997614662	0.2820648998444559	6.441598847790698	1.1736754860638168	0.24650918334757402	0.9615317255412346	-4.702539355733685	
PGBM	0.2503627905884524	-0.17949933272394714	0.6802249139008519	6.170470993837209	-1.172062043199289	0.24714986686690626	0.9615317255412346	-4.70381900774346	
CD5L	-0.37032500068175245	-1.0155672996895067	0.27491729832600176	6.0963316174651165	1.1549686604879577	0.25401152716262787	0.9615317255412346	-4.717276059024324	
S10A4	0.20011568980007982	-0.14897268611119047	0.5492040657113502	6.405640145953488	-1.1536013354777181	0.254566259119942	0.9615317255412346	-4.7183446013960815	
TIMP2	0.19897431208430574	-0.14911296104346364	0.5470615852120752	6.437754193976744	-1.1503205139847306	0.25590085549323566	0.9615317255412346	-4.72090372638162	
HEP2	0.25041653111208734	-0.19489414577347153	0.6957272079976462	6.697887359325581	-1.1316441555459646	0.2635937888268337	0.9615317255412346	-4.735342923925982	
CO8A	0.25085537392576357	-0.19602145723530462	0.6977322050868318	6.569943860651163	-1.1296543213039054	0.26442302955318703	0.9615317255412346	-4.736868378311242	
C1R	-0.26067766185603397	-0.7254008351129808	0.20404551140091293	6.614421321906977	1.1288064585987718	0.2647769302885287	0.9615317255412346	-4.737517611917879	
IGKC	-0.23861644095430729	-0.6648267773021196	0.18759389539350502	6.537414609069767	1.1266431576931377	0.2656814260402322	0.9615317255412346	-4.73917206219887	
TENA	-0.31176542119195977	-0.86962490814091	0.2460940657569904	6.476363570279069	1.1246389466726645	0.26652136338408217	0.9615317255412346	-4.740702209906995	
FRIH	-0.2860453742274799	-0.8074771946910128	0.23538644623605298	6.368324749279069	1.1039448964836363	0.2753043427163767	0.9615317255412346	-4.756353073203312	
ECM2	0.2692868257230839	-0.2292874516705835	0.7678611031167513	6.384877131046512	-1.0869141337486754	0.28268403815168214	0.9615317255412346	-4.769029977640104	
PXDC2	0.27539143211482403	-0.23502771877264467	0.7858105830022928	6.3310528829069765	-1.0857590586413288	0.28318951818067123	0.9615317255412346	-4.7698830944173976	
COIA1	0.260355212017336	-0.22540592858426495	0.7461163526189369	5.977261695395349	-1.0785828342916233	0.286344118111437	0.9615317255412346	-4.775164312837071	
CO1A2	0.3262404082874523	-0.28397240745575764	0.9364532240306622	6.542484723372093	-1.0758864182051637	0.287535748699879	0.9615317255412346	-4.7771402253322846	
ITAM	-0.2562387037297014	-0.7389940487388515	0.22651664127944876	6.696547724744186	1.0681386629954253	0.2909789312041148	0.9615317255412346	-4.782791950246704	
SCUB3	0.26865044720606834	-0.24535670802082143	0.7826576024329581	6.249930172790697	-1.051788458409102	0.29833879985040335	0.9615317255412346	-4.794593191272458	
C1S	-0.21319322214819061	-0.6327743373489108	0.20638789305252955	6.697276496046512	1.0225097507232823	0.3118367352389128	0.9615317255412346	-4.815298448580044	
AGRIN	-0.1631570748508046	-0.48493823475367176	0.15862408505206255	6.547438158116279	1.02036439395623	0.3128418782627423	0.9615317255412346	-4.8167939630551455	
CATD	-0.3344464913713597	-1.0042339873879396	0.33534100464522026	6.32780984872093	1.0048462271231624	0.32017800951946124	0.9615317255412346	-4.82752337236643	
AMBP	0.21748525037940955	-0.21970651160690938	0.6546770123657285	6.493232285790698	-1.0010778139980339	0.3219768975591041	0.9615317255412346	-4.830105472463903	
COBA1	-0.40032856721524107	-1.209465103768135	0.4088079693376528	6.227949451604651	0.9956455744159671	0.32458199344630057	0.9615317255412346	-4.833811493091886	
HV307	-0.21173071250237233	-0.6427685038889859	0.2193070788842412	6.39908681372093	0.988504174878029	0.3280282368936981	0.9615317255412346	-4.838654550161673	
PERM	-0.308059171253089	-0.9352486284547704	0.3191302859485924	6.607996241372093	0.9884287998374047	0.328064741077867	0.9615317255412346	-4.838705491181515	
GELS	0.17214032659098066	-0.17922413645901208	0.5235047896409735	6.294039000325581	-0.9859043557128344	0.32928890281907386	0.9615317255412346	-4.840409474279173	
CO4A1	0.27724362691346305	-0.29436503068678854	0.8488522845137146	6.210097336116279	-0.9760515856001512	0.3340959460297166	0.9615317255412346	-4.847020567994518	
CATB	-0.21914723185413282	-0.671357392290352	0.23306292858208627	6.365000553813953	0.975226897338752	0.334500409983718	0.9615317255412346	-4.8475710727451435	
CD97	-0.16996418622625728	-0.5249094953992542	0.1849811229467397	6.51924755444186	0.9636203784778171	0.34022731789192473	0.9615317255412346	-4.855272000664261	
CLUS	-0.17886299929265678	-0.5550822977265931	0.19735629914127958	6.63227579772093	0.9567300994792458	0.3436576474138111	0.9615317255412346	-4.8598023366034075	
OMD	0.2155782091636232	-0.24283490252082268	0.673991320848069	6.429163267604651	-0.946363161702428	0.34886165513553025	0.9615317255412346	-4.866560405658271	
APOE	-0.2680650468671483	-0.8421695455569074	0.3060394518226108	6.519344513930233	0.9396351129287037	0.35226652599258	0.9615317255412346	-4.870908893043553	
IGHG3	-0.234341384089474	-0.7362808450334671	0.2675980768545191	6.517949004186047	0.9395235020195808	0.352323191606594	0.9615317255412346	-4.870980780939037	
QSOX1	0.2187074925531781	-0.2509821806454027	0.6883971657517589	6.469303909813953	-0.937049746325093	0.3535806632265346	0.9615317255412346	-4.872572026907268	
FA12	0.2739677402001643	-0.32193058046112727	0.8698660608614559	6.475997718953488	-0.9252034927683709	0.35964294970801824	0.9615317255412346	-4.880136802613583	
FA9	0.1842239696698083	-0.21792690513265572	0.5863748444722723	6.6610811053720935	-0.9218645531860947	0.3613637523451042	0.9615317255412346	-4.882252425646715	
LG3BP	-0.2866695574634021	-0.9191631038322965	0.3458239889054923	6.058734640697675	0.9120853394506212	0.36643431497249424	0.9615317255412346	-4.888406799768368	
HS90A	-0.19967958468796232	-0.6409906024370271	0.2416314330611024	6.423147422837209	0.9105397129773629	0.3672399026275469	0.9615317255412346	-4.889373784900502	
FINC	-0.14132698856617892	-0.4537309848086374	0.17107700767627954	6.553460929534884	0.9103712246619566	0.36732778834750923	0.9615317255412346	-4.889479101127064	
CCN2	0.14486954010019565	-0.1769080732632171	0.4666471534636084	6.459200157232559	-0.9060063736021162	0.36960926655976345	0.9615317255412346	-4.892200938345481	
ITIH1	0.16309557571620523	-0.20007984114872848	0.526270992581139	6.492718942093023	-0.9037238296966581	0.37080595072142697	0.9615317255412346	-4.893619317902238	
HORN	-0.24291980973961533	-0.7918716276558715	0.3060320081766408	6.536411932883721	0.8905097981451013	0.37778247645115426	0.9615317255412346	-4.901763400663979	
PLMN	-0.2553582362590025	-0.8376039033291995	0.3268874308111946	6.830474889348837	0.8825790258052043	0.3820094764900813	0.9615317255412346	-4.906596239132319	
SULF1	0.1809841006764226	-0.23682855351034796	0.5987967548631932	6.50860996416279	-0.8717035858553983	0.38785443646172857	0.9615317255412346	-4.9131562297966624	
CFAH	-0.16992995656633494	-0.5691863845835559	0.22932647145088594	6.671509419116279	0.8565013011277103	0.39611859085706747	0.9615317255412346	-4.922195542781003	
CD59	0.163823198152547	-0.22539031121607875	0.5530367075211727	6.5147528127906975	-0.8470274630795528	0.4013238081773087	0.9615317255412346	-4.927751559639077	
CO5A1	-0.1932923172141012	-0.6615906340693208	0.2750059996411184	6.586535796860465	0.8306192526475167	0.4104387252888283	0.9615317255412346	-4.9372338744223	
A1AG1	0.3116151806360792	-0.45177712613350296	1.0750074874056614	6.297461362697675	-0.8214494161642656	0.41558754330969383	0.9615317255412346	-4.942455442199376	
IPSP	0.1969623072196936	-0.2883614687882239	0.6822860832276111	6.7890310498139534	-0.8166981139856474	0.4182708017981165	0.9615317255412346	-4.945139030543983	
LUM	0.22413777214699573	-0.32974105661557096	0.7780166009095624	6.416470780883721	-0.8143484673525205	0.4196016288520299	0.9615317255412346	-4.946460598709289	
CO6A3	-0.20268620700074083	-0.704839676482758	0.2994672624812764	6.608887577767442	0.8122649725746074	0.4207838564324431	0.9615317255412346	-4.947629401409961	
HPT	-0.22538851122775094	-0.7860160700174568	0.3352390475619549	6.518462611976744	0.8090350367762434	0.4226205899882315	0.9615317255412346	-4.94943563539619	
COFA1	0.16543409344536458	-0.24673891576166002	0.5776071026523892	6.396855539976744	-0.807710008924116	0.4233754803361325	0.9615317255412346	-4.950174607465753	
MXRA5	0.16790208254373756	-0.25294092770554466	0.5887450927930198	6.5997198744186045	-0.8028713526829454	0.42613905623704973	0.9615317255412346	-4.9528632258674605	
TIMP1	0.2586285713418315	-0.39157471875073113	0.9088318614343941	6.34318324827907	-0.8004557629055232	0.4275227663278993	0.9615317255412346	-4.954199629969757	
MFAP4	0.18427599801308286	-0.2809071149455767	0.6494591109717425	6.229783895023256	-0.7971771265583667	0.42940516751111846	0.9615317255412346	-4.956007295110539	
LTBP4	0.14435525109212502	-0.22076805867442226	0.5094785608586723	6.435865352906977	-0.795615113833851	0.4303037302907343	0.9615317255412346	-4.956865988864823	
APOL1	0.2705322602083327	-0.4151674791066278	0.9562319995232933	6.633044860790697	-0.7939535121392443	0.4312608186558824	0.9615317255412346	-4.957777646825357	
LAMB2	0.15632333303729784	-0.24353087978711846	0.5561775458617142	6.297240562627907	-0.7867416238377908	0.43542963742730356	0.9615317255412346	-4.961713220195769	
CO5A2	-0.18218137626940442	-0.648179262268247	0.28381650972943817	6.63915300055814	0.7867378230077833	0.43543184080154607	0.9615317255412346	-4.961715285193715	
LAMC1	0.1475953449043951	-0.23367733759696066	0.5288680274057509	6.37653584483721	-0.7790170588108707	0.4399213294800429	0.9615317255412346	-4.9658901033342895	
CFAD	0.1630726824240311	-0.25827084161874475	0.584416206466807	6.386895945	-0.7788519102614386	0.44001765914692803	0.9615317255412346	-4.965978969022705	
PLOD1	-0.18024387716982368	-0.6469919906731402	0.28650423633349276	6.590194909697674	0.7771197512719812	0.4410287645589652	0.9615317255412346	-4.966909939209192	
TTHY	0.20954145977499233	-0.33744047545510164	0.7565233950050863	6.612451918232558	-0.7709158579109768	0.4446613961303938	0.9615317255412346	-4.970227861874606	
ITIH5	-0.15890557073363357	-0.5764096754067605	0.2585985339394933	6.355205271255814	0.7659287481823865	0.4475942898449037	0.9615317255412346	-4.972876390625033	
MFAP5	-0.21066619235945513	-0.7663914156071151	0.3450590308882048	5.924627276232558	0.7628598082476202	0.449404747510194	0.9615317255412346	-4.974497964117591	
FCGBP	0.18727672830728215	-0.30699919730519026	0.6815526539197545	6.254622435209303	-0.7624727960328029	0.4496333614963728	0.9615317255412346	-4.974702007314995	
FHR1	0.25314680167261516	-0.4185373890699162	0.9248309924151465	6.4913259932790695	-0.7584331652540979	0.4520236936653369	0.9615317255412346	-4.97682582786778	
MIME	0.26894825928731375	-0.4447913042810228	0.9826878228556504	6.250861484883721	-0.7582963480190147	0.45210478088723227	0.9615317255412346	-4.976897567855496	
NID1	0.1567916130733321	-0.2624866729610992	0.5760698991077633	6.2639891399767444	-0.7525414995140596	0.455523177103622	0.9615317255412346	-4.979903769880925	
ASPN	0.2691814886298062	-0.45209304742655165	0.990456024686164	6.392759353534884	-0.7510253356817258	0.45642627669015634	0.9615317255412346	-4.98069208876316	
CO1A1	0.24277310861120727	-0.4113641059040811	0.8969103231264957	6.548256425837209	-0.7468643325937245	0.45891010212703587	0.9615317255412346	-4.982847661214181	
LEG3	-0.18603307495681748	-0.6880450579143003	0.31597890800066536	6.339292822302325	0.7457376647637565	0.459583986716506	0.9615317255412346	-4.983429325964522	
CSPG2	0.22934673412472223	-0.39582595203473175	0.8545194202841762	5.914875362465116	-0.7382484816588064	0.4640779457508485	0.9615317255412346	-4.987274135764081	
PRDX1	-0.13433866436096728	-0.5068343988584217	0.2381570701364872	6.318082140093023	0.725754470668413	0.4716310394720088	0.9615317255412346	-4.9936045636553645	
APOC3	0.25797473467947823	-0.4582834492782228	0.9742329186371792	6.729017974139535	-0.7247989822718395	0.4722115350302073	0.9615317255412346	-4.994084372178698	
ITB1	0.13165302883078617	-0.2362656476255342	0.49957170528710654	6.374118886046512	-0.7200937116740861	0.475076087064911	0.9615317255412346	-4.996438221994467	
THSD4	0.18979453944076566	-0.3474994014281789	0.7270884803097102	6.32539583844186	-0.7108562200144685	0.48072838148556085	0.9615317255412346	-5.001016042154568	
HV330	-0.17368578530522796	-0.6670800489070141	0.31970847829655824	6.612466010744186	0.7084026519820206	0.48223602060687776	0.9615317255412346	-5.0022223036986215	
ANXA4	0.3182255729526181	-0.5940880440776428	1.230539189982879	6.325443212116279	-0.7019414970847739	0.4862188628085884	0.9615317255412346	-5.00537944193011	
CEMIP	-0.2424193830674271	-0.9376425914562652	0.4528038253214109	6.2599919484418605	0.7017025870812613	0.4863664851801025	0.9615317255412346	-5.005495642197738	
GANAB	-0.10717957924415088	-0.41619103821319414	0.20183187972489236	6.746220774232558	0.6979872040205537	0.48866543569406773	0.9615317255412346	-5.007297766949623	
CLC11	-0.1795020565168699	-0.7023896595273054	0.34338554649356556	6.33849184955814	0.6908298279194982	0.4931111695842174	0.9615317255412346	-5.010743173064308	
IC1	-0.13963720345638012	-0.5543849388120318	0.2751105318992716	6.609538909069768	0.6775277955591251	0.5014326966683095	0.9615317255412346	-5.017054640756044	
CRAC1	0.1665355888372146	-0.33137524960578124	0.6644464272802104	6.4167223289534885	-0.6730781224124461	0.5042333855406673	0.9615317255412346	-5.019139212363471	
CO4B	0.1811588654129569	-0.36246179166545656	0.7247795224913703	6.681646290558139	-0.6706155794269103	0.5057870008702325	0.9615317255412346	-5.020287103940346	
FRIL	-0.24895051310319374	-0.9996895798482558	0.5017885536418684	6.274940290744186	0.6673197942340499	0.5078703720502422	0.9615317255412346	-5.021816985381681	
LAMA5	0.13397460830558974	-0.272242018038795	0.5401912346499745	6.192166557860465	-0.6637045556436652	0.5101610175208455	0.9615317255412346	-5.023486702243395	
PCYOX	0.1335548662562578	-0.27284629990713694	0.5399560324196525	6.557111770860465	-0.6613247385702279	0.5116719299323991	0.9615317255412346	-5.024581004784637	
TRFL	-0.2527314507400402	-1.0327170812142206	0.5272541797341402	6.121408997767442	0.6520526828258666	0.51758155546505	0.9615317255412346	-5.028807956270508	
VWA1	0.16803982964780242	-0.35671878972290405	0.6927984490185088	6.639290542069768	-0.6444105612445526	0.5224796131718513	0.9615317255412346	-5.032248050208969	
ITB2	-0.1323450458846759	-0.5480055661351847	0.28331547436583293	6.362872588209302	0.6407356812686537	0.524843677916685	0.9615317255412346	-5.033888190328415	
CPXM2	0.1677749880429473	-0.362685321076491	0.6982352971623856	6.408207363790698	-0.6364793532468195	0.5275888424733073	0.9615317255412346	-5.0357763826408934	
KV315	0.15382048026544826	-0.33608717406959276	0.6437281346004893	6.476635601604651	-0.6318441017110173	0.530586975428079	0.9615317255412346	-5.03781868181713	
LTBP2	0.11534050486898154	-0.2523385966242373	0.4830196063622004	6.324494434348837	-0.63128126406579	0.5309516323218461	0.9615317255412346	-5.038065675454731	
IGHG1	-0.13967851432458558	-0.5867474298791306	0.3073904012299594	6.753450840046511	0.6287313705672128	0.5326053261589854	0.9615317255412346	-5.039181965408929	
CATG	0.1981298916746893	-0.43608108732799744	0.832340870677376	6.67914149355814	-0.628675077178039	0.5326418647076321	0.9615317255412346	-5.039206559634812	
LRP1	0.12881868771496668	-0.2840295861112343	0.5416669615411677	6.482678590209303	-0.6279114394214093	0.5331376511313252	0.9615317255412346	-5.039539975409417	
LOXL1	0.12977763833922298	-0.2884897061739887	0.5480449828524347	6.456410443953488	-0.6243899515155679	0.5354270660177909	0.9615317255412346	-5.041072382423249	
PLIN2	-0.12278068603896679	-0.5232475729953987	0.2776862009174651	6.6022691142790695	0.616983346115762	0.5402589414978086	0.9615317255412346	-5.044267917291362	
LTBP1	0.12854389718101233	-0.2915022201550207	0.5485900145170454	6.435848701930232	-0.6158351671956714	0.5410099949950068	0.9615317255412346	-5.044759951521688	
APOC4	0.15971258604439778	-0.3665673727758816	0.6859925448646771	6.878773012674419	-0.6107061695152451	0.5443715694446731	0.9615317255412346	-5.046946948858845	
COCA1	-0.14616083214601636	-0.6284127347198907	0.3360910704278579	6.4470044357906975	0.6099118268649777	0.5448931433088277	0.9615317255412346	-5.047284054063948	
KV240	-0.11974130864157367	-0.5176226101401089	0.27813999285696156	6.638060776302326	0.6056203612870498	0.5477153902745013	0.9615317255412346	-5.049097846583561	
SFRP2	0.14543855831176009	-0.33803194644689194	0.628909063070412	6.526781503930232	-0.6053681591560628	0.5478814808340522	0.9615317255412346	-5.049204049866404	
HPLN1	0.16192549686250715	-0.3800114735891853	0.7038624673141995	5.680870064906976	-0.6012795823793479	0.5505776404532778	0.9615317255412346	-5.050919719866771	
PGCA	0.19355923783900206	-0.45555045727804633	0.8426689329560505	5.53810140255814	-0.600075374972931	0.5513730233016254	0.9615317255412346	-5.0514228642439765	
KLKB1	-0.22101213323383218	-0.9624716317526661	0.5204473652850018	6.267738613511628	0.5998444997724853	0.5515255837159558	0.9615317255412346	-5.051519216086552	
